Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Chennai,56500,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9,14,Ford
Kolkata,40000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.75,11,Nissan
Kolkata,41000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,8.0,11,Force
Kochi,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.41,8,Renault
Mumbai,23000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,4.95,12,Skoda
Hyderabad,80999,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,14.4,9,Mahindra
Chennai,82000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.95,13,Ford
Coimbatore,68557,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8.14,8,Mahindra
Hyderabad,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,8.45,9,Volkswagen
Pune,77000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5,10,Toyota
Mumbai,48000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,13,Mahindra
Coimbatore,28232,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,7.72,10,Ford
Chennai,110000,Diesel,Automatic,First,16.96,1968.0,138.1,5.0,8.0,14,Volkswagen
Chennai,120000,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,3.0,16,Tata
Mumbai,49000,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.0,12,BMW
Kolkata,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.11,11,Volkswagen
Coimbatore,14925,Petrol,Manual,First,18.5,1197.0,82.9,5.0,5.37,10,Hyundai
Mumbai,75000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.55,12,Maruti
Chennai,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.0,10,Honda
Mumbai,57000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.48,11,Honda
Kochi,76718,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,6.51,12,Volkswagen
Pune,138000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.15,9,Honda
Hyderabad,140000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.0,12,Mahindra
Mumbai,110000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,2.75,17,Toyota
Pune,126000,Petrol,Manual,Second,17.0,1086.0,,5.0,1.2,20,Hyundai
Bangalore,73000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12.5,13,BMW
Kochi,63423,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.69,8,Ford
Kochi,62132,Petrol,Manual,First,18.5,1197.0,82.85,5.0,4.57,12,Hyundai
Mumbai,51000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.5,12,Honda
Hyderabad,75000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.9,10,Maruti
Kolkata,55410,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.65,17,Hyundai
Mumbai,41000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25,10,Chevrolet
Chennai,45000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25,13,Hyundai
Kochi,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,12.13,7,Hyundai
Jaipur,48000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25,12,Chevrolet
Hyderabad,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.0,12,Audi
Kochi,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.53,12,Honda
Hyderabad,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.75,8,Ford
Bangalore,45000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,37.9,11,Audi
Delhi,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.4,15,Hyundai
Chennai,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.55,11,Hyundai
Delhi,69313,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.65,14,Maruti
Pune,49000,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,1.6,8,Tata
Coimbatore,40471,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,25.72,13,BMW
Ahmedabad,60000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.15,12,Maruti
Jaipur,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.23,7,Ford
Bangalore,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2.6,17,Hyundai
Mumbai,66000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.25,17,BMW
Kochi,33901,Diesel,Manual,First,12.8,2494.0,102.0,8.0,14.29,8,Toyota
Hyderabad,57000,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,17.25,14,Mercedes-Benz
Pune,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,7.5,12,Hyundai
Hyderabad,60000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,11,Maruti
Pune,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9,9,Maruti
Kolkata,146000,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,3.5,9,Hyundai
Kolkata,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.1,11,Honda
Mumbai,8554,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2,9,Renault
Jaipur,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,4.9,11,Toyota
Kochi,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.69,10,Maruti
Chennai,5400,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.98,9,Tata
Kolkata,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.95,12,Hyundai
Kochi,55730,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,15.21,11,Audi
Hyderabad,62000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.3,10,Maruti
Kochi,14576,Petrol,Manual,First,17.0,1198.0,73.75,5.0,6.69,8,Volkswagen
Mumbai,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5,8,Honda
Mumbai,28000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.65,16,Hyundai
Ahmedabad,58200,Diesel,Manual,First,14.66,2199.0,194.3,7.0,7.5,13,Hyundai
Bangalore,53000,Petrol,Manual,Second,0.0,,,,1.85,23,Honda
Kochi,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.63,7,Maruti
Coimbatore,17665,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.78,7,Hyundai
Hyderabad,200000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.85,21,Tata
Mumbai,55893,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.35,14,Volkswagen
Kochi,60586,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.11,10,Maruti
Ahmedabad,13500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.51,10,Mercedes-Benz
Jaipur,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.1,8,Maruti
Delhi,12000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.5,7,Ford
Kolkata,65000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.8,8,Tata
Kolkata,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.49,11,Volkswagen
Mumbai,25000,Petrol,Manual,Second,17.5,1373.0,91.1,7.0,5.15,13,Maruti
Mumbai,100000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,14.41,14,Mercedes-Benz
Mumbai,13710,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.75,11,Volkswagen
Jaipur,100000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.0,10,Toyota
Hyderabad,17000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.9,8,Maruti
Chennai,89000,Diesel,Automatic,Second,16.07,1995.0,181.0,4.0,6.3,17,BMW
Jaipur,100173,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.4,19,Honda
Pune,97000,Petrol,Manual,First,13.17,1999.0,114.0,5.0,3.0,16,Mitsubishi
Delhi,40190,Petrol,Manual,First,18.06,1198.0,74.93,5.0,4.25,9,Renault
Hyderabad,29647,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.3,9,Volkswagen
Kochi,43639,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.15,7,Maruti
Kochi,37333,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.22,13,Hyundai
Kochi,48407,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.65,7,Hyundai
Delhi,25000,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,30.0,14,BMW
Pune,72400,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.3,15,Hyundai
Delhi,18000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,22.0,13,Mini
Pune,65167,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.28,13,Honda
Kochi,25418,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.09,9,Maruti
Coimbatore,38995,Diesel,Manual,First,19.3,1248.0,73.9,5.0,6.46,12,Maruti
Chennai,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.0,13,Volkswagen
Delhi,72000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11.0,14,BMW
Coimbatore,31075,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,49.79,9,Audi
Kolkata,4311,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.8,10,Ford
Bangalore,21000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0,8,BMW
Bangalore,54000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,21.99,14,Mercedes-Benz
Mumbai,50000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.1,18,Maruti
Delhi,13000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.6,7,Maruti
Pune,74000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,4.5,12,Maruti
Pune,75000,Petrol,Manual,Second,14.7,1150.0,76.0,5.0,1.0,16,Chevrolet
Chennai,25000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.9,8,Volkswagen
Hyderabad,139000,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,16.75,13,Land
Mumbai,52000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,25.49,10,Audi
Chennai,20000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,35.5,10,Audi
Kochi,32663,Diesel,Manual,First,24.0,1186.0,73.97,5.0,6.28,7,Hyundai
Delhi,76777,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.88,13,Mahindra
Hyderabad,100303,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.7,9,Tata
Kochi,43993,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.45,10,Hyundai
Kochi,72118,Diesel,Manual,First,15.4,2179.0,120.0,8.0,10.23,9,Mahindra
Bangalore,83000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,15,Honda
Mumbai,7523,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.15,9,Volkswagen
Mumbai,34670,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.9,11,Maruti
Ahmedabad,30000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,9,Hyundai
Chennai,17000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,31.0,8,Ford
Delhi,59261,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.25,10,Hyundai
Kochi,65210,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.48,9,Maruti
Bangalore,19000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.25,9,Hyundai
Hyderabad,50000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.0,13,Maruti
Hyderabad,47000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,29.5,10,BMW
Mumbai,75000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1.49,18,Honda
Pune,54534,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.65,12,Hyundai
Ahmedabad,13000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,10.9,7,Ford
Bangalore,48808,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3,10,Maruti
Pune,63001,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,6.11,13,Maruti
Hyderabad,64771,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.5,10,Toyota
Mumbai,34634,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.9,9,Honda
Bangalore,69242,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.69,13,Maruti
Kochi,33292,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.19,14,Maruti
Pune,55000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,3.75,13,Hyundai
Pune,1000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.6,6,Hyundai
Chennai,80000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.85,14,Honda
Coimbatore,65003,Diesel,Automatic,First,13.6,4134.0,382.0,5.0,67.83,9,Porsche
Coimbatore,16573,Petrol,Manual,First,17.8,1198.0,86.7,5.0,9.31,6,Honda
Pune,152633,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.0,17,Honda
Bangalore,53000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,10,Hyundai
Hyderabad,50129,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.3,8,Hyundai
Hyderabad,63716,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.0,12,Audi
Mumbai,11000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.35,7,Maruti
Chennai,115000,Diesel,Automatic,Third,15.06,1995.0,177.0,5.0,10.0,13,BMW
Delhi,63265,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95,12,Hyundai
Pune,20000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.75,9,Volkswagen
Pune,79000,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,2.44,15,Volkswagen
Mumbai,41000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.85,10,Maruti
Kochi,26323,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.4,10,Volkswagen
Pune,76000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.8,9,Hyundai
Hyderabad,69972,Petrol,Manual,First,13.5,1799.0,130.0,5.0,3.8,17,Honda
Kolkata,69000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.7,17,Honda
Jaipur,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.21,9,Mahindra
Hyderabad,29512,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.9,9,Honda
Kolkata,51000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,4.2,8,Hyundai
Mumbai,58003,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.75,11,Renault
Hyderabad,56500,Petrol,Automatic,First,16.98,998.0,66.1,5.0,3.45,12,Maruti
Bangalore,29063,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75,11,Audi
Coimbatore,46811,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.59,7,Mahindra
Coimbatore,31897,Petrol,Manual,First,18.06,1198.0,74.96,5.0,4.69,11,Renault
Mumbai,52100,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.5,16,BMW
Hyderabad,73000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,9,Toyota
Kolkata,31423,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.99,16,Honda
Chennai,75180,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25,11,Maruti
Mumbai,75000,Diesel,Manual,Second,19.64,1461.0,108.45,5.0,5.4,12,Renault
Mumbai,15000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.9,11,Volkswagen
Mumbai,12000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,5.8,10,Hyundai
Pune,32000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.5,11,BMW
Hyderabad,44504,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.6,8,Maruti
Ahmedabad,66000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,23.0,13,Mercedes-Benz
Jaipur,39437,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.15,10,Maruti
Coimbatore,36931,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.48,8,Hyundai
Bangalore,17800,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,2.38,9,Tata
Hyderabad,71346,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.8,16,Maruti
Delhi,45000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.5,10,Hyundai
Hyderabad,85155,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.55,15,Hyundai
Mumbai,48823,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.35,10,Maruti
Delhi,37000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,36.0,10,Land
Hyderabad,92000,Diesel,Manual,Second,16.1,1405.0,70.0,5.0,1.1,20,Tata
Mumbai,36000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.7,11,Tata
Delhi,24569,Diesel,Manual,First,16.0,1997.0,140.0,7.0,13.5,9,Mahindra
Mumbai,95000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.85,17,Honda
Coimbatore,25811,Petrol,Manual,Second,25.4,624.0,37.5,4.0,2.13,10,Tata
Ahmedabad,65000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,7.75,10,Hyundai
Chennai,100400,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.85,8,Tata
Jaipur,76414,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.95,11,Honda
Kochi,82103,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.2,13,Mahindra
Pune,98000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.5,12,BMW
Pune,45252,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2.25,15,Hyundai
Delhi,10300,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75,8,Maruti
Kochi,42024,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.73,9,Hyundai
Kochi,51236,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8.49,7,Maruti
Mumbai,52000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,25.0,12,Mini
Coimbatore,42894,Diesel,Manual,First,23.2,1248.0,73.94,5.0,5.59,10,Maruti
Mumbai,68000,Diesel,Automatic,First,15.6,1896.0,106.0,5.0,4.8,14,Skoda
Delhi,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,11,Ford
Pune,10000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5,8,Hyundai
Chennai,16000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.35,10,Honda
Kolkata,46992,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.75,12,Honda
Pune,170000,Diesel,Automatic,Third,18.48,1995.0,177.0,5.0,12.0,15,BMW
Delhi,58000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,32.0,11,Audi
Jaipur,50000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.0,10,Hyundai
Kolkata,39010,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.6,14,Nissan
Jaipur,26946,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.45,9,Hyundai
Pune,28700,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,10,Hyundai
Chennai,60000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,16.0,14,Mercedes-Benz
Delhi,38999,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,32.5,11,Land
Mumbai,39000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,13.85,9,Mahindra
Coimbatore,7784,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.76,7,Maruti
Kochi,45710,Petrol,Automatic,First,11.8,3498.0,272.0,7.0,23.68,11,Mercedes-Benz
Chennai,42000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,5.5,8,Maruti
Coimbatore,75995,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.81,12,Land
Kolkata,57000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,12,Renault
Chennai,85350,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.7,12,Hyundai
Coimbatore,82725,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.99,9,Toyota
Mumbai,19000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,29.99,9,BMW
Chennai,13900,Petrol,Manual,First,18.88,1499.0,110.4,5.0,9.5,7,Ford
Hyderabad,108000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.5,11,Maruti
Bangalore,36000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,23.0,9,Hyundai
Hyderabad,62188,Diesel,Manual,First,17.2,1396.0,53.5,5.0,2.95,12,Tata
Kochi,58397,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.9,10,Hyundai
Chennai,85000,Petrol,Manual,Third,0.0,1086.0,,5.0,1.3,19,Hyundai
Delhi,30000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.25,9,Maruti
Kochi,29907,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.36,7,Mahindra
Kolkata,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95,16,Audi
Bangalore,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5,13,Volkswagen
Delhi,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.25,9,Maruti
Chennai,99024,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.95,23,Maruti
Kochi,34952,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.01,9,Hyundai
Kochi,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.2,6,Honda
Chennai,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.2,11,Honda
Chennai,97000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.75,13,Toyota
Delhi,21000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.5,8,Mahindra
Mumbai,116000,Diesel,Manual,Third,10.9,2499.0,,7.0,3.75,18,Ford
Kolkata,110438,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.5,13,Ford
Coimbatore,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,5.43,8,Honda
Coimbatore,54650,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30.35,8,Ford
Hyderabad,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,7.99,11,Nissan
Coimbatore,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,3.59,14,Skoda
Chennai,82697,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.9,13,Chevrolet
Chennai,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,4.7,16,Toyota
Chennai,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25,13,Renault
Kochi,26212,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.46,9,Mercedes-Benz
Pune,23500,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,3.9,11,Tata
Coimbatore,56127,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.15,12,Hyundai
Mumbai,26000,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,3.65,10,Maruti
Kolkata,26000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.0,9,Hyundai
Kolkata,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.3,16,Honda
Pune,130000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,0.75,24,Hyundai
Kochi,137148,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,1.85,16,Hyundai
Kolkata,114703,Petrol,Manual,First,15.6,1196.0,70.0,5.0,1.8,15,Ford
Kochi,97439,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.41,11,Honda
Chennai,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0,19,Maruti
Hyderabad,81609,Diesel,Manual,First,17.8,1248.0,,5.0,5.55,11,Maruti
Bangalore,28000,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,31.75,11,Mercedes-Benz
Bangalore,37500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,32.0,10,Audi
Hyderabad,37000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,21.0,15,Mercedes-Benz
Ahmedabad,83000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.75,15,Maruti
Coimbatore,79012,Petrol,Manual,First,13.4,1794.0,125.0,5.0,2.64,20,Toyota
Kochi,27395,Diesel,Manual,First,15.4,2179.0,120.0,7.0,14.19,7,Mahindra
Jaipur,35362,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.85,8,Maruti
Delhi,117000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.5,11,Toyota
Mumbai,23000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,1.9,15,Maruti
Kochi,59508,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.26,11,Tata
Chennai,69000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.4,16,Hyundai
Bangalore,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11.5,15,BMW
Jaipur,88511,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.25,11,Mahindra
Pune,66000,Petrol,Manual,First,15.8,1598.0,105.0,5.0,2.75,14,Volkswagen
Delhi,65000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.4,16,Skoda
Coimbatore,30676,Petrol,Manual,First,25.4,624.0,37.5,4.0,2.9,10,Tata
Chennai,76000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.4,14,Ford
Pune,23627,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,4.75,12,Volkswagen
Kochi,52827,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.76,7,Land
Kochi,64465,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.22,10,Honda
Chennai,14000,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.5,7,Renault
Mumbai,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25,10,Hyundai
Hyderabad,78203,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,5.5,14,Chevrolet
Mumbai,27000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.95,8,Hyundai
Coimbatore,31919,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4.56,7,Maruti
Coimbatore,47392,Diesel,Manual,First,20.5,1582.0,126.2,5.0,13.82,9,Hyundai
Mumbai,17362,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.65,9,Honda
Kochi,49716,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.2,9,Hyundai
Delhi,48000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.25,11,Maruti
Kolkata,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,8.5,16,Audi
Bangalore,79000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,7.25,9,Hyundai
Pune,57000,Diesel,Manual,First,21.8,1461.0,78.0,5.0,4.61,12,Renault
Delhi,29754,Petrol,Manual,First,16.2,1199.0,74.0,5.0,5.3,9,Volkswagen
